Entry,Reviewed,Entry Name,Protein names,Gene Names,B,A,D,C,E,F,G,H,I,C,D,A,B,E,F,H,I,G,A,B,D,C,E,F,I,H,G
A0A5F5XI81,unreviewed,A0A5F5XI81_FELCA,Agrin,AGRN,21.97460638,21.8349,21.99717633,21.32168157,22.10262427,20.93874228,21.09368849,22.36531503,22.13896082,20.5645553,19.89461886,20.93519934,20.91781222,20.16357129,19.71430041,19.99240386,20.41047124,18.20903134,18.58278058,19.82253757,18.34559928,18.38528992,18.14498508,18.53888884,19.68264239,21.03478358,18.67706802
A0A2I2UUP6,unreviewed,A0A2I2UUP6_FELCA,Angiotensinogen (Serpin A8),AGT,29.72906097,30.27184733,32.08834433,31.75052408,33.00521453,31.3818763,32.77091411,32.47445143,32.83610741,27.61659729,27.18879843,27.32138804,27.80647554,27.5010379,28.21411825,28.59356491,28.87979202,28.62120835,27.62822621,27.71273587,27.73242084,27.13197269,27.61946969,28.07584646,28.6397657,28.68108399,28.17530641
A0A2I2U551,unreviewed,A0A2I2U551_FELCA,Adenosylhomocysteinase (S-adenosyl-L-homocysteine hydrolase),AHCY,21.97855935,19.49985115,21.44590006,18.58818574,20.62231737,19.51539168,17.72514683,19.82127018,19.66692169,15.45180664,15.61003457,17.08033494,17.13201142,16.45982027,17.18904845,15.92784087,18.77186483,19.63878849,18.0340695,17.25784308,17.79080124,17.40811476,16.2323346,17.62473397,16.39235479,18.00435628,19.77172126
A0A337SD37,unreviewed,A0A337SD37_FELCA,Alpha-2-HS-glycoprotein (Fetuin-A),AHSG,27.25786981,27.64001228,28.18244615,28.23135329,28.50956568,28.64413531,28.23298909,29.34982379,28.68563227,31.50439539,31.36922769,31.06117341,30.67234849,30.50200664,30.64286444,30.94698163,30.25168793,30.26888485,31.28824003,30.50156637,30.87395429,31.36484031,30.64233322,30.71426064,30.7211065,30.50429054,30.39498418
A0A5F5XVZ8,unreviewed,A0A5F5XVZ8_FELCA,Alpha-2-HS-glycoprotein (Fetuin-A),AHSG,22.08823733,21.97076309,21.27189349,21.00296817,19.64983239,20.02600597,17.66556153,21.37125439,20.30058877,16.61865796,13.67677943,11.57871303,10,16.1766591,19.48776182,10,23.84236643,21.21145366,11.43310186,11.32224223,10,10,15.87350947,15.83874294,20.52448615,22.99073594,14.65868504
A0A5F5XHI8,unreviewed,A0A5F5XHI8_FELCA,Aldo-keto reductase family 1 member A1 (EC 1.1.1.19) (EC 1.1.1.2) (EC 1.1.1.20) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (Glucuronolactone reductase),AKR1A1,23.97952305,23.36113325,22.85682008,23.48895975,23.31104663,23.82217397,21.3914605,23.31543922,22.35073452,21.75650132,20.35652281,20.53912799,20.94068989,20.8053205,20.68134367,20.83839373,20.37073498,20.30098895,19.40384146,19.38484303,21.94415553,20.25342364,19.97792412,21.60030537,19.92566485,18.72370776,20.06602948
A0A5F5XWS8,unreviewed,A0A5F5XWS8_FELCA,Aldo-keto reductase family 1 member B1 (EC 1.1.1.21) (EC 1.1.1.300) (Aldose reductase),AKR1B1,24.28565854,22.7192089,23.60204491,21.50092765,22.10663844,22.27715329,20.88128263,23.26697681,24.22302181,20.52683255,19.7317095,20.18009347,19.85604978,20.30412361,19.13021716,19.41324468,19.07217569,19.22645847,20.89240101,18.37423939,19.03926704,20.02329775,20.33991375,18.82444665,19.52263654,18.97933633,20.49816158
A0A5F5XQC7,unreviewed,A0A5F5XQC7_FELCA,NADP-dependent oxidoreductase domain-containing protein,AKR1C3,14.07905197,13.85426063,13.88034207,18.02699828,19.97332995,20.47748061,10,13.32900317,14.51488271,10,10,10,12.59244282,10,15.62544448,10,10,13.10122418,10,13.28431162,10,10,10,10,10,10,12.05646397
M3WA76,unreviewed,M3WA76_FELCA,Aldo-keto reductase family 7 like (gene/pseudogene),AKR7L,21.80974084,20.33540272,20.87665789,21.07859343,22.10741125,22.10851898,19.40408554,20.71675111,20.56780077,17.76525167,19.22547727,19.54654861,19.63329568,17.43177868,21.01710267,21.14223923,19.99776656,20.13025881,20.83331283,18.23768278,21.25513593,20.68601078,18.54796576,18.01344153,20.16693808,20.54066138,20.82166339
P49064,reviewed,ALBU_FELCA,Albumin (allergen Fel d 2),ALB,34.64039335,34.69720128,35.08792053,35.05217109,35.2750988,36.07557165,35.15128566,34.62997872,34.92419677,36.365205,36.83231421,36.71263357,36.46516488,36.69792286,36.6059429,36.52475512,36.66732453,36.542548,36.69603419,36.5446235,36.64073156,36.71753557,36.64696758,36.58113929,36.63281972,36.55785972,36.35300423
A0A2I2U7Y0,unreviewed,A0A2I2U7Y0_FELCA,Albumin,ALB,29.45250859,29.42761864,30.41812748,30.05577998,30.03937185,31.29065912,29.65256677,28.83303103,29.93572321,32.10836729,32.0872093,31.96877819,31.84729374,31.58191528,31.62711288,31.27324825,31.11621245,30.63025432,31.81152306,31.84499884,30.93114654,31.72398583,31.34279928,31.55643995,32.00628413,30.93191966,30.92724315
A0A2I2UX74,unreviewed,A0A2I2UX74_FELCA,CD166 antigen (Activated leukocyte cell adhesion molecule),ALCAM,24.14249489,24.98764117,25.57966159,24.64906885,23.84265378,23.83733924,23.15078203,23.89076534,24.03720727,25.47238546,22.14569812,24.83045971,24.63749324,22.7009216,21.60929289,22.27806308,21.76698542,21.24610823,21.67983793,22.98697065,22.76321476,22.24072108,20.78141338,21.05484868,21.90641593,22.49630173,20.88744047
M3WAV4,unreviewed,M3WAV4_FELCA,aldehyde dehydrogenase (NAD(+)) (EC 1.2.1.3),ALDH1A1,25.45654244,24.53026286,24.5510347,24.78296178,24.00329694,24.38659884,24.17910156,25.54882605,24.63075768,24.1107559,23.49791975,23.59781308,24.98721403,23.56920195,24.25674693,24.04105904,22.81106775,24.08725048,23.87288614,23.84256031,23.99220673,24.35451662,24.02212647,24.8223015,24.41085463,24.81199064,24.92510922
A0A337RUT4,unreviewed,A0A337RUT4_FELCA,10-formyltetrahydrofolate dehydrogenase (EC 1.5.1.6),ALDH1L1,21.02674869,20.69620242,19.88203953,20.97328078,19.16178536,20.19762564,18.82747057,20.46039037,20.3505742,13.47933772,10,13.840232,12.74954196,14.33814015,10,10,10,10,13.11986619,10,16.89448872,10,10,17.34010193,13.65463848,11.93031861,10
A0A337STY8,unreviewed,A0A337STY8_FELCA,"Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2)",ALDH2,18.94730317,19.21717505,18.92008966,19.08960102,18.67668533,18.14587273,17.71952697,16.87676888,16.48543753,18.58258195,11.18296642,18.19909052,18.76756725,16.71292311,14.17207612,13.66935815,13.93957734,11.79376649,17.51681336,16.0798936,14.75750733,13.77588453,15.20822761,13.85241565,11.62113122,12.30192332,14.10163931
A0A337RWN1,unreviewed,A0A337RWN1_FELCA,aldehyde dehydrogenase (NAD(+)) (EC 1.2.1.3),ALDH7A1,12.49321793,10,10,10,17.81732826,16.64893091,10,12.55770987,12.45793432,12.40339832,10.87971802,11.19468212,10.15483182,10,13.09699952,11.5346716,10,12.6029534,14.16556097,10.4226285,12.687917,12.34428973,10,13.25267083,13.25139404,14.28712631,13.80046883
A0A337S2J9,unreviewed,A0A337S2J9_FELCA,Aldehyde dehydrogenase 8 family member A1,ALDH8A1,22.08351329,21.66035706,21.14474244,22.02644912,22.04238729,23.29527048,19.61776808,21.13087352,21.47243106,18.23242464,20.53908889,18.7295449,20.3053141,18.4715208,18.7028022,17.89867367,20.60827263,21.00768586,19.93508776,18.45133579,19.62672806,20.52046108,17.06498034,18.72623195,20.07723735,19.5348766,20.03892686
A0A337SF20,unreviewed,A0A337SF20_FELCA,Aldehyde dehydrogenase 8 family member A1,ALDH8A1,18.14963192,15.64670419,16.40058727,17.13671116,19.24236983,19.99098215,18.02943326,14.66567547,15.92776386,16.24033707,18.0028506,17.63692847,18.11638612,16.41322943,22.8328911,17.64432379,25.55998586,22.6495596,14.68633136,17.89325918,13.33877779,17.38672291,17.16670023,17.47126672,17.88916036,23.74096517,14.22828151
M3W1Z4,unreviewed,M3W1Z4_FELCA,4-trimethylaminobutyraldehyde dehydrogenase (EC 1.2.1.19) (EC 1.2.1.3) (EC 1.2.1.46) (EC 1.2.1.47) (Aldehyde dehydrogenase family 9 member A1) (Formaldehyde dehydrogenase) (Gamma-aminobutyraldehyde dehydrogenase),ALDH9A1,22.1628002,21.23901567,21.48046874,22.39161863,22.88164675,23.24161968,20.44805259,21.42263805,21.63507378,20.04829482,19.35291687,20.34496694,21.12733665,19.76163913,20.54155058,20.26327286,19.883727,19.87596833,20.63141398,19.24550963,20.98191698,20.41008344,16.36381269,20.30629089,19.65710955,19.84646309,19.67779558
A0A337S416,unreviewed,A0A337S416_FELCA,Fructose-bisphosphate aldolase (EC 4.1.2.13),ALDOA,24.80534762,24.40643001,24.04293271,24.54444992,25.11560122,25.31851154,24.21778609,24.47832909,24.65385263,23.54156458,23.89704744,23.15305529,23.36225996,23.37381789,24.0091304,23.67379868,23.1815704,23.20321283,23.15915242,23.82052828,24.3669496,23.9667911,24.05311194,23.68895828,23.17514439,22.71698916,23.49104593
A0A5F5XME0,unreviewed,A0A5F5XME0_FELCA,Fructose-bisphosphate aldolase (EC 4.1.2.13),ALDOB,25.9998814,25.32942354,25.38594541,25.84225448,25.540398,26.35082943,21.78947732,23.92094666,23.29563603,22.02464062,22.03961052,21.84595717,22.08737123,22.95174213,22.03786088,22.05922247,21.41591362,21.62334059,20.79213845,22.73066818,22.45507738,21.91397543,18.52436258,22.60517981,21.45845315,20.40291448,20.79712575
A0A337SRA7,unreviewed,A0A337SRA7_FELCA,Alkaline phosphatase (EC 3.1.3.1),ALPI,18.8754526,17.94715393,18.30250714,18.14662466,26.17777867,25.20910255,18.17663372,18.66153466,19.17703608,12.49282308,13.86398941,15.43341601,15.69310974,14.03227214,17.19393015,14.07064847,19.06792397,15.88454522,14.99182967,15.59863891,14.47803849,15.11903172,13.58643007,14.16389825,15.60162906,17.96026128,15.45704218
Q29486,reviewed,PPBT_FELCA,"Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme) (Phosphoamidase) (Phosphocreatine phosphatase) (EC 3.9.1.1)",ALPL,26.05172287,26.78298901,26.57329328,26.7228782,24.2331869,24.82697855,24.48898587,25.69898061,26.62039082,21.81071766,21.31208314,21.41418117,20.35363622,22.19465617,22.1339018,22.56390646,23.10910163,22.19606244,20.01572311,21.7586669,22.22247423,21.85697115,23.14374767,22.18914276,20.18764725,24.45073023,22.182863
A0A337SNZ0,unreviewed,A0A337SNZ0_FELCA,Protein amnionless,AMN,23.69079063,23.72486452,22.85312874,23.24538592,23.03467997,22.22799154,21.79455295,23.27368777,23.90968197,22.09064037,21.27670372,20.83369199,21.22774953,21.16694628,23.49184364,22.21563928,22.26105663,23.28265668,22.8427514,21.54903968,22.47532276,20.80647023,21.66462169,23.10789369,20.36370336,22.5204302,21.92640482
A0A337SBE3,unreviewed,A0A337SBE3_FELCA,Protein amnionless,AMN,26.19492894,26.00988295,25.26788299,25.30386974,24.61806596,23.23370299,22.15707225,24.90865695,24.47991068,23.57509417,23.31568462,23.20316817,22.72404023,22.45715505,22.86780045,21.66360778,21.85632817,22.16713953,22.21932493,21.58711128,20.28997587,23.1575499,21.63703074,23.34091985,23.09571952,23.08174382,22.76937887
A0A5F5Y013,unreviewed,A0A5F5Y013_FELCA,Alpha-amylase (EC 3.2.1.1),AMY2B,24.49289159,25.17838283,25.28482484,26.06505654,27.65729123,27.15024862,27.85925502,26.09773327,25.8728198,25.2005678,25.14961571,24.74324773,25.16195188,24.39645616,25.60404672,26.02398188,25.91361596,27.01299872,25.27847768,25.44148973,25.832618,25.02252263,25.33694169,25.1770521,25.66356115,26.11771357,26.26486404
M3X5H0,unreviewed,M3X5H0_FELCA,Alpha-amylase (EC 3.2.1.1),AMY2B,19.1980379,19.59416163,20.44842608,20.5901662,21.71782928,20.6151176,20.21632282,19.94001693,20.11100587,16.66025554,18.18955624,21.0920214,18.61185604,16.78809691,17.36567184,18.08462965,17.58830845,18.02857541,15.80515277,19.26921221,21.23765212,17.36790337,17.06630857,18.16195748,16.27176235,16.78363251,17.7033523
A0A337SEZ4,unreviewed,A0A337SEZ4_FELCA,Angiopoietin-2,ANGPT2,24.61333812,24.49221415,23.6711105,23.42329363,22.8022488,22.11424397,23.7979887,23.42776474,23.06122194,21.49675422,21.56951615,21.50780407,21.19066896,24.07597455,23.25171991,20.93913273,22.73040245,23.23782189,22.86948536,21.62018577,22.87070212,21.34304692,24.19270619,20.51237653,21.59480987,21.68451327,22.24510953
M3X749,unreviewed,M3X749_FELCA,Angiopoietin 4,ANGPT4,24.3109561,24.30252055,24.16285634,24.54764008,22.59388385,22.94110991,22.60388417,23.91922024,23.69357527,19.94841395,19.48984252,19.34367712,19.59906832,19.2421066,18.7819383,19.94552288,20.14863284,19.55994007,19.38738737,19.16994423,19.50808336,19.36847027,19.35846439,19.13466436,19.98081336,20.08857116,20.67515734
A0A5F5XNX6,unreviewed,A0A5F5XNX6_FELCA,Angiopoietin like 1,ANGPTL1,23.76342009,23.16813796,23.2314245,23.83296917,22.48641424,22.66934196,19.9595981,23.14603705,23.07088813,22.22591479,20.29593371,18.17636574,23.32895788,19.94617256,20.80400202,20.39388043,22.20616397,19.45313228,20.51730086,21.74119078,23.89027468,20.99555777,20.03131605,21.40624935,21.6452144,20.93590201,22.2233364
M3WA23,unreviewed,M3WA23_FELCA,Angiopoietin like 2,ANGPTL2,27.48088788,26.71970372,27.08198867,26.98447283,26.62000684,26.28685234,25.84131418,27.05819369,27.19202652,24.86337954,22.95368653,25.9054231,22.01583192,26.0754459,21.71399405,22.5768214,23.15005383,22.43811201,23.35734819,26.31411696,21.63442091,22.49904482,25.38096699,24.00276482,24.49662284,23.88264261,21.30790916
M3WET8,unreviewed,M3WET8_FELCA,Angiopoietin like 3,ANGPTL3,25.68314354,25.64083171,27.53947331,27.56016707,26.85187512,26.73142401,27.75336759,28.25721367,28.11214264,20.85529655,19.91567072,20.1177423,20.60279202,19.16819524,19.01687268,21.54203025,19.52000299,19.02135734,20.43609607,20.7145236,20.42473974,19.77241623,19.19109748,19.58306533,19.34818897,20.69604875,20.21390014
A0A5F5Y1K1,unreviewed,A0A5F5Y1K1_FELCA,Angiopoietin like 6,ANGPTL6,24.03041873,23.36611662,23.61206599,23.68213474,23.83846716,23.37987229,22.91103368,24.51895603,24.25079696,17.14799312,17.58308714,18.32426299,18.2759459,16.72308369,19.19407575,19.13712174,17.54257548,18.28817965,18.98717235,18.40665984,17.8457327,16.23530978,16.40972463,20.00590773,17.73837187,19.72338843,19.41480914
A0A337SS27,unreviewed,A0A337SS27_FELCA,Aminopeptidase N (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (Microsomal aminopeptidase),ANPEP,22.11741921,18.85743076,19.67210083,22.19455201,21.70674305,22.05634122,19.68082884,21.96589407,20.17659806,19.12911434,19.2318809,19.22393784,20.6590426,16.55664132,18.61622883,18.71156342,15.56764001,18.80350027,19.57664494,17.69822766,20.65837209,19.42284234,14.74144602,17.99306973,20.27591482,13.96133883,16.3149592
P79171,reviewed,AMPN_FELCA,Aminopeptidase N (AP-N) (fAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (CD antigen CD13),ANPEP APN,27.69566835,26.89554866,26.27619791,27.41355143,26.88391976,26.72830054,24.9002367,26.43960708,25.84362758,23.52001498,22.57283083,23.5784481,23.0905426,23.56712398,23.49119154,23.39236922,24.02907637,23.45512189,23.41120336,23.32206742,24.25152034,22.9567182,22.49444623,23.80412469,23.45754146,23.68154221,23.45597484
A0A337SIV7,unreviewed,A0A337SIV7_FELCA,ANTXR cell adhesion molecule 1,ANTXR1,24.71393571,24.80204762,24.87951267,26.25313392,25.63084199,25.20994612,25.35188445,26.14803868,25.37343528,19.69086895,18.77178866,19.67202182,19.12224787,20.56907497,19.68054443,20.84873146,21.22925284,19.705721,19.76744496,19.40844587,20.78984453,19.36465726,20.31663253,20.53950589,19.1301859,21.33047441,20.40260464
A0A337SPR7,unreviewed,A0A337SPR7_FELCA,ANTXR cell adhesion molecule 2,ANTXR2,17.47841234,18.13830841,18.13684616,18.60929656,18.73038031,16.93480872,18.91431297,16.45854315,18.97840068,18.83513993,18.75848031,18.16122288,19.6024124,18.32399586,18.26169813,18.46305266,20.27738029,19.15551197,19.0108151,17.17935079,19.56823575,17.7187565,17.8946593,18.83077789,19.24826447,19.36371088,20.43682178
A0A5F5XLK1,unreviewed,A0A5F5XLK1_FELCA,Annexin,ANXA1,20.53961947,20.36491489,19.19327596,21.41929126,20.31397331,18.138541,19.44942092,20.54460788,22.01440943,17.67104592,17.72657038,18.01943017,17.76162607,18.37540498,18.97088599,17.28708337,18.47856185,19.40771723,18.02685157,18.53945107,20.93060818,18.10564887,19.41778618,19.10482388,19.82413998,19.05868292,19.24379782
M3W3I3,unreviewed,M3W3I3_FELCA,Annexin A10,ANXA10,16.37837903,18.98211149,19.06508791,19.28460582,20.45164736,20.23006803,18.54152784,21.65232802,20.86010694,15.92568621,16.9480079,14.94174652,14.00701273,15.44185451,14.5618636,13.09683304,13.98593351,13.35950037,14.82054844,14.44736631,14.29583366,14.49440818,15.04054804,15.89720713,15.42661716,13.87669482,13.24167259
A0A5F5XPA1,unreviewed,A0A5F5XPA1_FELCA,Annexin,ANXA11,27.53790477,26.74702857,26.18683399,26.38465301,25.41442226,25.533021,24.95659883,25.97473118,25.7408374,23.05308145,20.58737678,22.13939185,20.56156703,21.71121963,22.43888166,21.95639345,22.83444457,21.67233983,20.51302323,20.18256157,21.16027376,20.34694326,26.12769385,21.81395684,21.36586278,22.99276932,21.73345465
M3XFZ3,unreviewed,M3XFZ3_FELCA,Annexin,ANXA11,22.48540058,21.71429945,20.15504695,21.82439636,18.12575719,19.37077293,16.85635379,19.96951072,19.81863068,14.8624108,11.97294432,12.61257013,12.33785103,10,10,13.36536747,10,10,11.32260806,10,10,10,10,12.08301948,10,12.39694327,12.25859512
A0A337SIG2,unreviewed,A0A337SIG2_FELCA,Annexin,ANXA13,24.46411952,22.93401056,22.82395808,22.89385039,22.05837771,22.62472545,20.98850516,21.89471357,23.11774,20.64085779,19.75943995,20.96377581,20.31827717,20.91101428,20.23402517,20.85226269,21.34567951,19.58351328,20.1177091,19.44934774,19.95091919,20.58946855,20.60861739,20.24516445,20.06209359,21.84082371,21.13314457
A0A337SCD2,unreviewed,A0A337SCD2_FELCA,Annexin,ANXA2,25.59884599,25.33735225,24.36230691,23.49972133,24.81906375,23.57346187,23.76311529,24.7231483,24.8538755,19.9255593,20.64735791,20.77717123,20.58403186,21.08346762,19.63863776,21.14117302,22.10661685,20.88090523,20.52063045,20.66009102,21.22956974,20.94465087,21.62185288,21.04473156,21.16388637,21.60472994,20.83988147
A0A337S137,unreviewed,A0A337S137_FELCA,Annexin,ANXA4,26.4679744,25.70116044,24.51552866,25.29118877,24.43746979,24.54091034,23.33836046,24.87247442,24.42550003,22.66711443,21.76284311,22.1993543,22.03823311,21.46814557,22.48188125,21.5426226,21.50589153,22.28577096,22.7500178,21.1630469,22.94095757,21.19122964,23.43514446,21.42533262,21.7410882,22.42530916,22.30065717
A0A337S5C0,unreviewed,A0A337S5C0_FELCA,Annexin,ANXA5,23.98985653,23.47254559,22.7575007,21.80123436,22.98107759,22.53368005,22.2300571,22.98195072,23.02950763,20.89023635,21.54229969,22.35436615,22.04017857,21.11139696,21.38070144,20.85997284,21.67247039,22.3742846,21.42021987,21.12348892,22.54155086,21.54570162,20.33749436,22.90727845,20.74826091,21.14117379,20.7672113
A0A5F5Y7J8,unreviewed,A0A5F5Y7J8_FELCA,Annexin,ANXA5,20.25716051,15.73748551,18.96431688,15.03894547,19.3131792,16.11858192,17.89427404,17.92426717,18.61901287,16.41342033,14.02243896,14.53926931,15.11181226,10,14.72397007,17.40342723,17.20315377,13.23825681,14.79684258,16.65874344,14.16151085,14.94384682,16.08486738,14.06842016,16.41312993,17.16481426,13.81921592
A0A337SBJ0,unreviewed,A0A337SBJ0_FELCA,Annexin,ANXA5,23.06350935,22.42401189,22.43981305,21.01207391,20.75744795,21.24780161,19.66453208,21.68701484,21.24023892,17.38131452,17.91536231,16.75831177,18.45475547,18.37375501,18.86151994,19.2586129,17.48264029,19.65125505,16.24703638,16.34609971,19.02434353,14.9608042,18.21342889,19.7009048,14.98450756,17.83943369,14.75683245
A0A337SF88,unreviewed,A0A337SF88_FELCA,Annexin,ANXA6,25.25025135,24.54908128,21.92886984,22.42695061,22.93522676,22.37277237,21.83146595,23.49788833,22.95269312,20.25079487,19.96069756,21.49739014,19.44915411,20.38848585,20.19064094,21.0308159,19.92071616,19.92366994,19.64482576,18.78140291,20.84917746,18.86621082,20.35948295,20.98240881,21.9273842,21.60959198,21.48760415
A0A5F5XRH7,unreviewed,A0A5F5XRH7_FELCA,Annexin,ANXA6,24.49485288,24.01161224,22.30966067,22.65851452,22.16816006,23.28813215,22.81290244,23.01454711,22.70382712,20.87119977,20.9967423,21.28270127,21.08741318,21.17891143,22.41926699,21.44065953,21.71434916,21.03939385,21.40363794,21.19723427,21.69861144,21.26340852,21.03812874,21.69983508,20.97836895,20.56532722,21.66044408
