Entry Name,Protein names,Gene Names,URINE,PLASMA,SERUM,BIOFLUID
A0A5F5XHF5_FELCA,Complement C1s,C1S,22.230,25.806,26.390,URINE+SERUM
A0A2I2V4P2_FELCA,Complement C2 (EC 3.4.21.43) (C3/C5 convertase),C2,25.608,25.367,25.441,URINE+SERUM+PLASMA
A0A5F5Y0X6_FELCA,Complement component 4 binding protein alpha,C4BPA,24.006,25.465,25.380,URINE+PLASMA
A0A5F5Y5F1_FELCA,Complement component 4 binding protein alpha,C4BPA,19.648,21.586,20.343,PLASMA
M3WJK3_FELCA,Complement component 4 binding protein alpha,C4BPA,21.797,24.006,23.873,URINE+PLASMA
A0A5F5Y442_FELCA,Complement component 4 binding protein alpha,C4BPA,23.149,25.532,25.446,URINE+PLASMA
M3WJK2_FELCA,Complement component 4 binding protein beta,C4BPB,20.350,20.927,20.913,URINE+SERUM+PLASMA
M3VV58_FELCA,Complement C5,C5,24.321,26.110,26.158,URINE+SERUM
M3WLH3_FELCA,Complement component C6,C6,22.889,23.095,23.162,URINE+SERUM+PLASMA
A0A5F5XTG9_FELCA,Complement C7,C7,26.618,26.973,27.518,URINE+SERUM+PLASMA
A0A5F5XPJ5_FELCA,Complement C8 alpha chain,C8A,24.496,24.967,25.412,URINE+SERUM+PLASMA
M3W158_FELCA,Complement C8 alpha chain,C8A,15.896,16.755,17.568,SERUM
A0A2I2U5W5_FELCA,Complement component C8 beta chain (Complement component 8 subunit beta),C8B,22.988,25.872,26.170,URINE+SERUM
M3VUN7_FELCA,Complement C8 gamma chain,C8G,21.800,24.683,25.215,URINE+SERUM
M3WI95_FELCA,Complement component C9,C9,24.225,27.118,27.415,URINE+SERUM
A0A2I2U5V0_FELCA,Carbonic anhydrase (EC 4.2.1.1),CA12,24.052,20.575,20.881,URINE
A0A5F5XSK3_FELCA,Carbonic anhydrase 14,CA14,21.184,26.276,26.433,URINE+SERUM
A0A5F5Y3X9_FELCA,carbonic anhydrase (EC 4.2.1.1),CA15,21.570,20.302,19.994,URINE
M3WTZ2_FELCA,Chromosome A1 C5orf15 homolog,CA1H5orf15,21.551,20.959,21.680,URINE+SERUM+PLASMA
A0A5F5XMJ0_FELCA,Carbonic anhydrase (EC 4.2.1.1),CA2,25.787,24.161,25.446,URINE+SERUM
M3WS40_FELCA,Carbonic anhydrase (EC 4.2.1.1),CA3,24.936,19.736,20.270,URINE
M3WAR8_FELCA,Carbonic anhydrase (EC 4.2.1.1),CA4,24.365,19.518,19.238,URINE
A0A2I2U448_FELCA,Calcium binding protein 39,CAB39,20.224,18.256,18.626,URINE
M3WKE5_FELCA,Calcium binding protein 39 like,CAB39L,19.172,15.861,16.718,URINE
A0A2I2U2E0_FELCA,Calcium voltage-gated channel auxiliary subunit alpha2delta 1,CACNA2D1,24.824,27.274,26.414,URINE+PLASMA
A0A2I2UR43_FELCA,Cell adhesion molecule 1,CADM1,23.544,18.281,18.222,URINE
A0A2I2UUH5_FELCA,Cell adhesion molecule 2,CADM2,21.127,22.559,22.204,URINE+PLASMA
M3WMA2_FELCA,Cell adhesion molecule 3,CADM3,24.230,20.201,20.481,URINE
A0A2I2ULF8_FELCA,Cell adhesion molecule 4,CADM4,26.892,19.074,19.311,URINE
A0A337RZZ8_FELCA,Calbindin,CALB1,19.631,17.938,18.183,URINE
A0A337SVD2_FELCA,EF-hand domain-containing protein,CALM1,21.862,19.475,19.872,URINE
A0A337SJA7_FELCA,Calmodulin 2 (Calmodulin 3),CALM3 CALM2,20.316,17.608,17.809,URINE
M3VUU7_FELCA,Calreticulin,CALR,23.796,24.535,23.964,URINE+SERUM+PLASMA
A0A2I2U8F6_FELCA,Calreticulin,CALR3,22.717,22.184,23.044,URINE+SERUM+PLASMA
A0A2I2U457_FELCA,Calumenin,CALU,21.464,18.651,19.896,URINE+SERUM
A0A2I2UC97_FELCA,Calumenin,CALU,19.150,19.460,18.976,URINE+SERUM+PLASMA
F1C962_FELCA,Cathelicidin,CAMP,30.096,25.591,25.746,URINE
A0A2I2U679_FELCA,Galectin-3-binding protein (Lectin galactoside-binding soluble 3-binding protein),CANT1,28.861,21.556,21.709,URINE
A0A2I2U787_FELCA,Adenylyl cyclase-associated protein,CAP2,19.435,12.925,11.833,URINE+SERUM
M3XEV5_FELCA,Calpain 7,CAPN7,23.276,23.593,22.018,URINE+PLASMA
M3WK60_FELCA,Calpain small subunit 1,CAPNS1,15.613,18.389,17.090,URINE+PLASMA
CAZA2_FELCA,F-actin-capping protein subunit alpha-2 (CapZ alpha-2),CAPZA2,19.624,11.513,12.541,URINE+SERUM
A0A337S7D7_FELCA,F-actin-capping protein subunit beta,CAPZB,19.338,16.079,16.437,URINE
A0A5F5XBX1_FELCA,CASK interacting protein 1,CASKIN1,10.825,19.876,19.871,URINE+PLASMA
M3X6G1_FELCA,Caveolae associated protein 1,CAVIN1,19.886,15.435,15.476,URINE
A0A337S4Q8_FELCA,Chromosome B4 C12orf56 homolog,CB4H12orf56,22.824,16.568,17.049,URINE
M3W7W5_FELCA,Cobalamin binding intrinsic factor,CBLIF,20.155,20.203,19.458,URINE+SERUM+PLASMA
A0A337S4U7_FELCA,Cerebellin 2,CBLN2,18.644,15.454,16.679,URINE+SERUM
A0A337SFW3_FELCA,Coiled-coil domain containing 126,CCDC126,18.027,17.493,17.556,URINE+SERUM+PLASMA
A0A2I2U794_FELCA,Coiled-coil domain containing 150,CCDC150,17.155,14.283,14.717,URINE
A0A2I2U1I0_FELCA,Coiled-coil domain containing 154,CCDC154,20.416,20.588,20.558,URINE+SERUM+PLASMA
M3WGB1_FELCA,Coiled-coil domain containing 68,CCDC68,16.527,16.760,17.830,SERUM
M3WCI9_FELCA,C-C motif chemokine,CCL16,19.564,22.577,22.109,URINE+PLASMA
M3WX79_FELCA,CCN family member 1 (Cellular communication network factor 1) (Protein CYR61),CCN1,21.447,19.032,19.345,URINE
A0A337S566_FELCA,CCN family member 2 (Cellular communication network factor 2) (Connective tissue growth factor),CCN2,24.798,19.828,20.664,URINE
A0A2I2UV24_FELCA,CCN family member 3 (Cellular communication network factor 3),CCN3,27.586,18.504,19.112,URINE
A0A337SGQ6_FELCA,Cellular communication network factor 4,CCN4,22.353,17.042,16.921,URINE
A0A337S736_FELCA,T-complex protein 1 subunit delta,CCT4,14.961,13.643,13.594,URINE
A0A337SB54_FELCA,CD109 molecule,CD109,26.995,17.996,18.610,URINE
M3VWC6_FELCA,Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein),CD14,24.127,24.224,24.222,URINE+SERUM+PLASMA
M3VZG5_FELCA,CD163 molecule,CD163,22.229,22.632,22.728,URINE+SERUM+PLASMA
A0A2I2UYP6_FELCA,CD177 molecule,CD177,20.958,18.718,19.429,URINE
A0A337SMM1_FELCA,Prostate androgen-regulated mucin-like protein 1,CD1H11orf24,18.422,16.018,16.212,URINE
A0A2I2U7D8_FELCA,Chromosome D1 C11orf54 homolog,CD1H11orf54,23.340,21.881,21.883,URINE
M3W8D8_FELCA,CD200 molecule,CD200,21.343,16.445,15.737,URINE
A0A5F5XNG4_FELCA,CD248 molecule,CD248,27.163,20.214,20.580,URINE
A0A5F5Y5L0_FELCA,CD27 molecule,CD27,22.372,13.800,14.716,URINE
A0A2I2UYF4_FELCA,CD276 molecule,CD276,22.005,17.199,18.085,URINE
M3XCH2_FELCA,CD2 associated protein,CD2AP,17.335,14.271,15.893,URINE+SERUM
A0A337S6R6_FELCA,CD300 molecule like family member g,CD300LG,25.875,18.303,18.549,URINE
A0A5F5Y2H9_FELCA,CD34 molecule,CD34,21.889,17.133,16.565,URINE
A0A337S4N5_FELCA,Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (CD40L receptor),CD40,19.257,16.272,16.954,URINE
A0A2I2UH63_FELCA,CD44 antigen (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (Phagocytic glycoprotein I),CD44,27.998,20.862,20.842,URINE
A0A337SX28_FELCA,Leukocyte surface antigen CD47 (Integrin-associated protein),CD47,17.959,16.725,16.432,URINE
A0A5F5XDA0_FELCA,CD58 molecule,CD58,18.892,14.042,12.621,URINE+SERUM
A0A5F5XQT8_FELCA,MAC-inhibitory protein (Membrane attack complex inhibition factor) (Protectin),CD59,32.487,20.729,20.753,URINE
A0A1E1GEV5_FELCA,CD5 antigen-like,cd5l AIM,18.837,22.241,21.375,URINE+PLASMA
A0A1E1GEW8_FELCA,CD5 antigen-like,cd5l AIM,17.528,17.058,16.277,URINE
CD63_FELCA,CD63 antigen (CD antigen CD63),CD63,20.985,22.925,23.951,URINE+SERUM
A0A2I2UTM6_FELCA,CD69 molecule,CD69,20.075,15.608,15.142,URINE
A0A5F5XTX9_FELCA,CD80 molecule,CD80,23.009,20.360,21.030,URINE
A0A337S8U6_FELCA,CD81 molecule,CD81,18.812,10.047,10.199,URINE
A0A337SBU9_FELCA,Tetraspanin,CD82,20.446,17.798,17.212,URINE
A0A337S2I4_FELCA,CD84 molecule,CD84,23.805,18.761,19.019,URINE
CD9_FELCA,CD9 antigen (CD antigen CD9),CD9,20.737,18.462,19.199,URINE
A0A5F5XPS6_FELCA,CD93 molecule,CD93,21.463,21.503,21.537,URINE+SERUM+PLASMA
A0A337S9J3_FELCA,CD99 antigen-like protein 2,CD99L2,23.102,18.186,17.480,URINE
A0A337SRW5_FELCA,Cell division control protein 42 homolog (EC 3.6.5.2),CDC42,21.581,23.136,22.940,URINE+PLASMA
A0A5F5XFC6_FELCA,Cell division cycle 5 like,CDC5L,21.557,21.136,21.282,URINE+SERUM+PLASMA
A0A337SG59_FELCA,Cadherin-1 (Epithelial cadherin),CDH1,24.381,19.214,19.491,URINE
A0A337S5G0_FELCA,Cadherin-1 (Epithelial cadherin),CDH1,29.690,23.300,22.991,URINE
M3W046_FELCA,Cadherin 11,CDH11,26.127,21.470,20.704,URINE
A0A337SUI1_FELCA,Cadherin 13,CDH13,26.207,20.926,21.359,URINE
A0A337ST48_FELCA,Cadherin 13,CDH13,27.539,21.498,22.836,URINE+SERUM
A0A5F5XXK1_FELCA,Cadherin 15,CDH15,22.362,19.923,19.808,URINE
A0A337S9Q3_FELCA,Cadherin 16,CDH16,24.473,22.321,21.080,URINE+SERUM
A0A5F5Y2W6_FELCA,Cadherin 17,CDH17,21.257,18.172,18.024,URINE
A0A337SSN3_FELCA,Cadherin 19,CDH19,23.794,20.450,20.285,URINE
A0A2I2U9W3_FELCA,Cadherin-2 (Neural cadherin),CDH2,25.951,24.974,24.691,URINE
A0A337SEZ0_FELCA,Cadherin 24,CDH24,21.550,15.727,15.859,URINE
A0A2I2UB75_FELCA,Cadherin 3,CDH3,20.507,15.925,16.160,URINE
A0A337SGU2_FELCA,Cadherin-4,CDH4,19.392,16.963,16.776,URINE
M3WM81_FELCA,Cadherin-5 (Vascular endothelial cadherin),CDH5,15.839,16.322,15.886,URINE+SERUM+PLASMA
A0A337SJ76_FELCA,Cadherin domain-containing protein,CDH5,21.491,20.542,20.802,URINE+SERUM+PLASMA
A0A337S9H7_FELCA,Cadherin-6,CDH6,22.720,20.544,21.242,URINE
M3VUL6_FELCA,Cadherin-6,CDH6,17.444,19.413,19.184,URINE+PLASMA
A0A2I2USA1_FELCA,Cadherin 8,CDH8,21.941,18.609,18.911,URINE
M3VX11_FELCA,Cadherin-related family member 1 (Photoreceptor cadherin) (Protocadherin-21),CDHR1,22.474,20.236,19.853,URINE
M3VZN4_FELCA,Cadherin related family member 2,CDHR2,22.858,21.016,21.805,URINE
A0A5F5XIV3_FELCA,Cadherin related family member 5,CDHR5,25.341,22.153,22.859,URINE
A0A5F5Y466_FELCA,Cadherin related family member 5,CDHR5,23.951,16.561,16.924,URINE
A0A2I2V2G8_FELCA,"Cell adhesion associated, onco regulated",CDON,17.521,18.471,17.129,PLASMA
M3X143_FELCA,Corneodesmosin,CDSN,23.029,11.283,11.202,URINE
A0A5F5Y101_FELCA,Corneodesmosin,CDSN,28.421,18.784,19.112,URINE
M3WSX6_FELCA,Chromosome E3 C16orf89 homolog,CE3H16orf89,15.011,15.845,15.591,URINE+SERUM+PLASMA
A0A337S2C9_FELCA,Ig-like domain-containing protein,CEACAM1,21.784,15.524,14.427,URINE+SERUM
A0A337RVE0_FELCA,"CEA cell adhesion molecule 16, tectorial membrane component",CEACAM16,20.662,18.368,18.586,URINE
M3VUF8_FELCA,CEA cell adhesion molecule 19,CEACAM19,22.634,14.825,15.982,URINE+SERUM
M3X096_FELCA,Carboxylic ester hydrolase (EC 3.1.1.-),CEL,22.685,23.634,23.758,SERUM
CELA1_FELCA,Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1),CELA1 ELA1 ELS1,23.645,19.332,19.273,URINE
M3X2X6_FELCA,Centromere protein C,CENPC,21.212,21.313,21.282,URINE+SERUM+PLASMA
M3W105_FELCA,Carboxylic ester hydrolase (EC 3.1.1.-),CES2,27.348,25.828,25.721,URINE
A0A337SQR3_FELCA,Carboxylic ester hydrolase (EC 3.1.1.-),CES4A,16.301,14.360,14.182,URINE
A0A2I2UFP6_FELCA,Carboxylic ester hydrolase (EC 3.1.1.-),CES5A CES1,30.891,22.599,24.707,URINE+SERUM
M3WKH4_FELCA,Carboxylic ester hydrolase (EC 3.1.1.-),CES5A CES1,20.733,19.340,18.667,URINE
EST5A_FELCA,Carboxylesterase 5A (EC 3.1.1.1) (Carboxylesterase-like urinary excreted protein) (Cauxin),CES5A CES7,34.400,22.447,23.158,URINE
M3W2B8_FELCA,Complement factor B (EC 3.4.21.47) (C3/C5 convertase),CFB,28.032,29.736,29.999,URINE+SERUM
A0A337SQJ3_FELCA,Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D),CFD,22.820,23.144,23.132,URINE+SERUM+PLASMA
M3XG35_FELCA,Complement factor H related 5,CFHR5,21.033,21.237,21.291,URINE+SERUM+PLASMA
A0A2I2U350_FELCA,Complement factor I,CFI,24.492,27.525,27.605,URINE+SERUM
M3WIJ6_FELCA,"Cofilin-1 (Cofilin, non-muscle isoform)",CFL1,22.685,20.500,20.451,URINE
A0A337SEF0_FELCA,Cofilin-2,CFL2,22.839,18.904,19.121,URINE
M3W950_FELCA,Complement factor properdin,CFP,19.591,23.872,23.642,URINE+PLASMA
GLHA_FELCA,Glycoprotein hormones alpha chain (Anterior pituitary glycoprotein hormones common subunit alpha) (Follicle-stimulating hormone alpha chain) (FSH-alpha) (Follitropin alpha chain) (Luteinizing hormone alpha chain) (LSH-alpha) (Lutropin alpha chain) (Thyroid-stimulating hormone alpha chain) (TSH-alpha) (Thyrotropin alpha chain),CGA,18.164,10.735,10.659,URINE
A0A5F5XGZ4_FELCA,Cingulin like 1,CGNL1,25.919,26.875,27.123,SERUM
A0A337SFJ9_FELCA,Chromogranin-A,CHGA,19.612,12.730,11.922,URINE
A0A5F5XCZ2_FELCA,Chromogranin-A,CHGA,21.233,10.904,10.668,URINE
A0A2I2UDB3_FELCA,Chitinase-3-like protein 1,CHI3L1,19.374,17.501,17.509,URINE
A0A337SU79_FELCA,Cell adhesion molecule L1 like,CHL1,17.897,18.644,18.638,URINE+SERUM+PLASMA
M3W0W8_FELCA,Charged multivesicular body protein 2a (Chromatin-modifying protein 2a),CHMP2A,22.960,17.715,18.099,URINE
A0A337S8C4_FELCA,Charged multivesicular body protein 2B,CHMP2B,19.784,13.537,15.841,URINE+SERUM
A0A5F5Y7M8_FELCA,Charged multivesicular body protein 3 (Chromatin-modifying protein 3) (Vacuolar protein sorting-associated protein 24),CHMP3,18.948,19.623,18.921,URINE+SERUM+PLASMA
M3WXJ4_FELCA,Charged multivesicular body protein 4B,CHMP4B,22.576,20.390,20.565,URINE
M3X6F1_FELCA,Charged multivesicular body protein 5 (Chromatin-modifying protein 5),CHMP5,20.116,13.431,12.745,URINE
A0A337SL92_FELCA,Charged multivesicular body protein 5 (Chromatin-modifying protein 5),CHMP5,21.951,18.846,18.725,URINE
A0A337SGE0_FELCA,Chondrolectin,CHODL,23.697,18.938,19.961,URINE+SERUM
M3WI48_FELCA,Sulfotransferase (EC 2.8.2.-),CHST3,19.348,16.716,16.849,URINE
M3WF53_FELCA,Cartilage intermediate layer protein,CILP,21.864,19.362,19.560,URINE
M3WKI3_FELCA,Cartilage intermediate layer protein 2,CILP2,26.782,22.511,22.422,URINE
A0A2I2UED7_FELCA,Cytoplasmic linker associated protein 1,CLASP1,15.096,14.930,13.718,URINE+SERUM
A0A2I2U6F0_FELCA,C-type lectin domain containing 11A,CLEC11A,22.832,22.265,22.124,URINE+SERUM+PLASMA
M3VWY2_FELCA,C-type lectin domain family 4 member G,CLEC4G,21.006,19.097,18.650,URINE
A0A2I2UE55_FELCA,C-type lectin domain containing 7A,CLEC7A,21.989,22.821,23.009,SERUM
A0A337SW69_FELCA,C-type lectin domain containing 7A,CLEC7A,19.869,15.009,15.109,URINE
M3WNY6_FELCA,Chloride intracellular channel protein,CLIC1,21.897,20.719,20.612,URINE
A0A337SD38_FELCA,Chloride intracellular channel protein,CLIC4,23.691,20.889,20.985,URINE
A0A2I2UVX8_FELCA,Chloride intracellular channel protein,CLIC5,19.123,15.984,16.151,URINE
M3VW19_FELCA,CXADR like membrane protein,CLMP,20.557,18.406,17.137,URINE+SERUM
A0A2I2U499_FELCA,Battenin,CLN3,17.562,20.432,21.925,URINE+SERUM
A0A2I2UWU9_FELCA,CLN5 intracellular trafficking protein,CLN5,23.408,19.110,18.962,URINE
M3W2V0_FELCA,Apolipoprotein E,CLPTM1 APOE,24.116,25.765,25.956,URINE+SERUM
A0A337S9Y3_FELCA,Apolipoprotein E,CLPTM1 APOE,24.230,24.460,24.867,URINE+SERUM+PLASMA
M3VU87_FELCA,Calsyntenin-3,CLSTN3,21.417,20.706,20.378,URINE
M3WKP2_FELCA,Clusterin,CLU,23.375,23.862,23.902,URINE+SERUM+PLASMA
A0A5F5XGP3_FELCA,Clusterin,CLU,29.088,29.345,29.334,URINE+SERUM+PLASMA
A0A5F5XKE9_FELCA,Cytidine/uridine monophosphate kinase 2,CMPK2,22.264,19.964,21.556,URINE+SERUM
A0A337SUS1_FELCA,Carnosine dipeptidase 2,CNDP2,23.306,21.535,20.936,URINE
M3W9A2_FELCA,Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Threonyl dipeptidase),CNDP2,22.490,18.966,19.059,URINE
A0A337SGM0_FELCA,Metal transporter,CNNM4 CNNM3,20.471,15.880,17.055,URINE+SERUM
M3WWG3_FELCA,"2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)",CNP,18.933,19.520,19.256,URINE+SERUM+PLASMA
A0A337RVG5_FELCA,Ciliary neurotrophic factor receptor subunit alpha,CNTFR,23.211,21.038,20.968,URINE
A0A2I2U968_FELCA,Contactin-1,CNTN1,21.372,18.778,19.250,URINE
A0A2I2UN28_FELCA,Cochlin,COCH,28.896,17.134,17.287,URINE
M3WFG2_FELCA,Cochlin,COCH,17.642,15.117,15.406,URINE
A0A337S496_FELCA,Collagen type XI alpha 1 chain,COL11A1,21.897,17.760,17.230,URINE
A0A2I2U432_FELCA,Collagen type XII alpha 1 chain,COL12A1,27.328,23.649,23.523,URINE
A0A337RZD5_FELCA,Collagen type XIV alpha 1 chain,COL14A1,23.686,21.940,21.824,URINE
A0A337RV83_FELCA,Collagen type XV alpha 1 chain,COL15A1,25.830,22.005,22.023,URINE
A0A5F5XC75_FELCA,Collagen type XVIII alpha 1 chain,COL18A1,25.320,21.244,21.558,URINE
M3W2F5_FELCA,Collagen type I alpha 1 chain,COL1A1,23.180,17.538,17.766,URINE
A0A5F5XYM1_FELCA,Collagen type I alpha 2 chain,COL1A2,23.545,18.205,19.373,URINE+SERUM
M3WVN3_FELCA,Collagen type I alpha 2 chain,COL1A2,20.749,17.200,16.798,URINE
M3WPE0_FELCA,Collagen type XXVIII alpha 1 chain,COL28A1,21.599,11.938,11.406,URINE
A0A5F5Y1B8_FELCA,Collagen type III alpha 1 chain,COL3A1,24.570,20.907,20.429,URINE
A0A5F5Y4J4_FELCA,Collagen type IV alpha 1 chain,COL4A1,19.780,17.509,17.268,URINE
A0A5F5XGS9_FELCA,Collagen type IV alpha 2 chain,COL4A2,23.362,20.109,20.344,URINE
A0A337RYM9_FELCA,Collagen type IV alpha 3 chain,COL4A3,20.405,18.185,18.442,URINE
A0A337SN04_FELCA,Collagen type IV alpha 5 chain,COL4A5,21.578,20.629,19.836,URINE
A0A2I2UD65_FELCA,Collagen type V alpha 2 chain,COL5A2,25.830,25.424,23.017,URINE+SERUM
A0A5F5XGI4_FELCA,Collagen type V alpha 3 chain,COL5A3,23.427,18.553,18.687,URINE
M3WLD9_FELCA,Collagen type VI alpha 1 chain,COL6A1,20.808,19.260,18.989,URINE
A0A2I2U2C4_FELCA,Collagen type VI alpha 2 chain,COL6A2,21.911,19.190,19.047,URINE
A0A337S4V9_FELCA,Collagen type VI alpha 3 chain,COL6A3,27.692,20.987,21.075,URINE
A0A337RW59_FELCA,Collagen type VI alpha 3 chain,COL6A3,27.174,24.526,24.564,URINE
M3WHG4_FELCA,Collagen type VI alpha 3 chain,COL6A3,24.514,19.037,18.890,URINE
A0A2I2U7G3_FELCA,Collagen type VIII alpha 1 chain,COL8A1,19.535,16.118,16.127,URINE
A0A2I2UH03_FELCA,Collectin subfamily member 10,COLEC10,17.534,18.453,18.684,SERUM
A0A2I2U3V7_FELCA,Collectin-11,COLEC11,20.665,20.917,21.378,URINE+SERUM+PLASMA
A0A2I2U1P2_FELCA,Collectin-12,COLEC12,27.363,21.912,23.568,URINE+SERUM
M3WN82_FELCA,Collectin-12,COLEC12,18.913,15.281,15.285,URINE
A0A5F5XKH5_FELCA,Cartilage oligomeric matrix protein,COMP,17.355,16.037,15.307,URINE
A0A337S2A4_FELCA,Cartilage oligomeric matrix protein,COMP,23.125,21.686,22.545,URINE
M3VWP9_FELCA,Coatomer subunit beta',COPB2,21.813,19.052,17.554,URINE+SERUM
A0A337RVF9_FELCA,ADF-H domain-containing protein,COTL1,25.539,22.221,22.163,URINE
A0A2I2U8E4_FELCA,ferroxidase (EC 1.16.3.1),CP,27.742,28.427,28.858,SERUM
A0A5F5XZM2_FELCA,Carboxypeptidase A1,CPA1,24.690,22.204,22.451,URINE
M3WKB7_FELCA,Carboxypeptidase A1 (EC 3.4.17.1),CPA1,23.327,20.567,20.780,URINE
A0A2I2U0Y4_FELCA,Carboxypeptidase B (EC 3.4.17.2),CPB1,23.006,19.313,19.511,URINE
A0A2I2UAE6_FELCA,Carboxypeptidase B2,CPB2,23.776,24.431,24.632,URINE+SERUM+PLASMA
A0A337SN31_FELCA,Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D),CPD,20.828,20.473,19.777,URINE
M3WGH2_FELCA,Carboxypeptidase E (EC 3.4.17.10) (Carboxypeptidase H) (Enkephalin convertase) (Prohormone-processing carboxypeptidase),CPE,23.507,23.678,24.254,URINE+SERUM+PLASMA
M3WMF1_FELCA,Carboxypeptidase N subunit 2,CPN2,24.709,26.274,26.299,URINE+SERUM
A0A2I2V326_FELCA,Copine 1,CPNE1,21.693,17.635,17.878,URINE
A0A337SJW2_FELCA,Copine 3,CPNE3,24.350,21.547,21.616,URINE
A0A2I2U0K1_FELCA,Copine 4,CPNE4,22.419,17.198,17.541,URINE
A0A337SEH6_FELCA,"Carboxypeptidase X, M14 family member 2",CPXM2,18.689,17.878,16.047,URINE+SERUM
U5TLB4_COWPX,CPXV028 protein,CPXV028,21.326,20.767,20.887,URINE+SERUM+PLASMA
A0A0K2YWB3_COWPX,CPXV211 protein,CPXV211,18.075,16.626,16.344,URINE
A0A337SSG2_FELCA,Carboxypeptidase Z,CPZ,20.417,16.350,18.299,URINE+SERUM
A0A337SJR3_FELCA,Complement C3d receptor 2,CR2,20.710,17.910,18.047,URINE
A0A337SV16_FELCA,Crumbs cell polarity complex component 1,CRB1,21.649,15.717,16.115,URINE
A0A337SRL8_FELCA,Crumbs cell polarity complex component 2,CRB2,24.731,23.292,23.605,URINE
A0A5F5XYI6_FELCA,Cyclic AMP-responsive element-binding protein 3-like protein 2,CREB3L2,14.932,14.266,15.384,SERUM
M3WK50_FELCA,cAMP responsive element binding protein 3 like 3,CREB3L3,24.026,20.170,20.869,URINE
A0A5F5XJY1_FELCA,Cellular repressor of E1A stimulateds 1,CREG1,22.142,19.590,19.937,URINE
A0A337S172_FELCA,Cysteine rich transmembrane BMP regulator 1,CRIM1,22.030,19.528,18.796,URINE
M3WNB8_FELCA,Cysteine rich protein 1,CRIP1,17.413,16.512,15.510,URINE+SERUM
A0A2I2UC81_FELCA,Cysteine rich secretory protein 3,CRISP3,29.273,19.637,19.602,URINE
A0A5F5XVE8_FELCA,Cysteine rich secretory protein 3,CRISP3,16.254,18.904,18.305,URINE+PLASMA
A0A5F5Y1N6_FELCA,Cysteine rich secretory protein 3,CRISP3,13.117,18.881,18.389,URINE+PLASMA
A0A337SBA6_FELCA,Adapter molecule crk,CRK,22.276,21.159,20.313,URINE
M3W544_FELCA,"CRK like proto-oncogene, adaptor protein",CRKL,16.116,15.974,16.382,URINE+SERUM+PLASMA
A0A5F5XWB9_FELCA,Pentraxin family member,CRP,26.635,27.202,27.105,URINE+SERUM+PLASMA
A0A2I2UDI7_FELCA,Cartilage acidic protein 1,CRTAC1,27.290,21.994,21.804,URINE
A0A5F5XI25_FELCA,L-gulonate 3-dehydrogenase (EC 1.1.1.45) (L-gulonate 3-dehydrogenase),CRYL1,21.579,17.940,18.187,URINE
A0A5F5XUR3_FELCA,Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein),CRYM,16.484,13.398,13.282,URINE
A0A337SVX9_FELCA,Crystallin zeta,CRYZ,18.735,19.262,18.435,URINE+SERUM+PLASMA
A0A337SMK6_FELCA,Colony stimulating factor 1,CSF1,22.609,19.908,20.902,URINE
CSF1R_FELCA,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115),CSF1R FMS,18.028,13.229,12.996,URINE
M3WGW7_FELCA,Chondroitin sulfate proteoglycan 4,CSPG4,26.198,20.596,20.473,URINE
D5MTH1_FELCA,Cystatin C,CST3,23.013,20.620,21.011,URINE
M3WIK5_FELCA,Cystatin E/M,CST6,27.437,21.111,20.952,URINE
CYTA_FELCA,Cystatin-A (allergen Fel d 3),CSTA,21.774,17.983,17.328,URINE
A0A337SE08_FELCA,Cystatin domain-containing protein,CSTB,21.443,16.229,16.507,URINE
A0A337SJE3_FELCA,Cystathionine gamma-lyase (EC 4.4.1.1) (Cysteine-protein sulfhydrase) (Gamma-cystathionase),CTH,24.278,22.826,22.079,URINE
A0A337SHY2_FELCA,Collagen triple helix repeat containing 1,CTHRC1,21.336,20.830,20.212,URINE
A0A2I2U5B1_FELCA,Catenin beta-1 (Beta-catenin),CTNNB1,18.569,17.492,17.675,URINE
A0A5F5XDM8_FELCA,Chymotrypsin C,CTRC,25.509,20.609,20.660,URINE
M3W019_FELCA,Chymotrypsin C,CTRC,23.958,17.252,18.168,URINE
M3WHR1_FELCA,Chymotrypsin like,CTRL,22.949,19.729,20.735,URINE+SERUM
A0A337SMR1_FELCA,Carboxypeptidase (EC 3.4.16.-),CTSA,23.451,22.004,21.471,URINE
M3WLU0_FELCA,Cathepsin B (EC 3.4.22.1),CTSB,25.257,22.767,23.112,URINE
