Entry,Protein,Gene,Urine,Plasma,Serum
A0A2I2UCN9_FELCA,Acyl-protein thioesterase 1 (EC 3.1.2.22) (Lysophospholipase 1) (Lysophospholipase I) (Palmitoyl-protein hydrolase),LYPLA1,16.2,16.2,15.8
M3VUP6_FELCA,Lymphatic vessel endothelial hyaluronan receptor 1,LYVE1,29.1,20.2,20.7
A0A2I2UY37_FELCA,"Mannose-6-phosphate receptor, cation dependent",M6PR,18.6,10.3,10.6
A0A337SQ63_FELCA,Mucosal vascular addressin cell adhesion molecule 1,MADCAM1,24.8,19.2,19.5
A0A5F5Y426_FELCA,"alpha-1,2-Mannosidase (EC 3.2.1.-)",MAN1A1,24.7,24.8,25.3
A0A5F5XC46_FELCA,"alpha-1,2-Mannosidase (EC 3.2.1.-)",MAN1A2,10.5,18.5,10.7
A0A5F5Y2G5_FELCA,Alpha-mannosidase (EC 3.2.1.-),MAN2A1,22.1,20.6,20
M3WBE5_FELCA,Alpha-mannosidase (EC 3.2.1.-),MAN2A1,19.9,16.8,16.4
A0A5F5XUG7_FELCA,Alpha-mannosidase (EC 3.2.1.-),MAN2A2,19.1,16,16
A0A2I2UJS0_FELCA,Alpha-mannosidase (EC 3.2.1.-),MAN2B1,18,17.2,17.7
MA2B1_FELCA,Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B),MAN2B1 MANB,25.5,25.8,26.7
A0A337RVS9_FELCA,Beta-mannosidase (EC 3.2.1.25) (Lysosomal beta A mannosidase) (Mannanase),MANBA,23.3,23.3,22.2
A0A337SHI7_FELCA,MANSC domain containing 1,MANSC1,21.7,17.7,17.6
A0A337S396_FELCA,Monoamine oxidase B,MAOB,16.3,18.4,17.9
A0A337S9V8_FELCA,Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25),MAP3K12,17.8,18.6,19.1
M3WAB7_FELCA,Mitogen-activated protein kinase (EC 2.7.11.24),MAPK7,21.4,18.4,15.7
M3XB86_FELCA,RING-type E3 ubiquitin transferase (EC 2.3.2.27),MARCHF10,20.9,21,21
A0A2I2UHZ6_FELCA,MBL associated serine protease 1,MASP1,21.3,21.9,22.4
A0A337S8F8_FELCA,MBL associated serine protease 2,MASP2,26.7,20.7,20.7
A0A5F5Y096_FELCA,MBL associated serine protease 2,MASP2,20,20.7,20.7
A0A2I2UI11_FELCA,Mannose binding lectin 1,MBL1,19.9,21.2,20.8
A0A5F5XHB5_FELCA,Melanoma cell adhesion molecule,MCAM,21.2,20.3,21.1
MDHC_FELCA,"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (EC 1.1.1.96) (Cytosolic malate dehydrogenase)",MDH1,24.1,21.2,21.2
MDHM_FELCA,"Malate dehydrogenase, mitochondrial (EC 1.1.1.37)",MDH2,16.7,10.2,10.6
A0A337S3Q9_FELCA,Midkine,MDK,20.3,16.2,16.1
A0A2I2UC58_FELCA,Multiple EGF like domains 9,MEGF9,24.1,19.8,19.6
M3W126_FELCA,Melanotransferrin,MELTF,26.1,26.9,27.6
M3WB64_FELCA,Metalloendopeptidase (EC 3.4.24.-),MEP1A,26.1,17.3,18.4
A0A5F5Y369_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),MERTK,16.1,16.9,17.4
M3XFR1_FELCA,Meteorin-like protein,METRNL,21.8,19.7,21.2
A0A337SHC5_FELCA,Microfibril associated protein 4,MFAP4,19.4,22.7,21.6
M3XGE7_FELCA,Microfibril associated protein 4,MFAP4,20.9,21.6,20.6
A0A5F5XE10_FELCA,Milk fat globule EGF and factor V/VIII domain containing,MFGE8,25.7,21.7,22.6
A0A2I2UXR9_FELCA,Maltase-glucoamylase,MGAM,26.6,24.3,23.6
A0A341ZMF3_FELCA,"alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase (EC 2.4.1.155)",MGAT5,24.1,22.5,22.5
A0A2I2V3J5_FELCA,Matrix Gla protein (MGP),MGP,19.4,21.4,21
A0A2I2UBB6_FELCA,SH3 domain-containing protein,MIA2,19.9,15,15.2
A0A337RWW9_FELCA,MIA SH3 domain ER export factor 3,MIA3,23.1,18.9,18.2
A0A5F5XNZ1_FELCA,Migration and invasion enhancer 1,MIEN1,24.2,23.2,22.4
M3WPV6_FELCA,Migration and invasion enhancer 1,MIEN1,23.6,17,17.2
A0A5F5XHI0_FELCA,Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase),MIF,20.9,15.5,16.7
A0A337S3R5_FELCA,Multiple inositol-polyphosphate phosphatase 1,MINPP1,20.9,18.6,18.7
M3WV39_FELCA,"Multiple inositol polyphosphate phosphatase 1 (EC 3.1.3.62) (EC 3.1.3.80) (2,3-bisphosphoglycerate 3-phosphatase)",MINPP1,19.7,19.6,20.1
A0A5F5XFE9_FELCA,Microtubule interacting and trafficking domain containing 1,MITD1,16.5,10.9,10.5
A0A337SXF4_FELCA,Neprilysin (EC 3.4.24.11) (Atriopeptidase) (Enkephalinase) (Neutral endopeptidase 24.11) (Skin fibroblast elastase),MME,25.5,21.9,22.1
A0A5F5XYE2_FELCA,Matrix metallopeptidase 11,MMP11,14.8,17.3,17.6
A0A337S0K7_FELCA,72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Matrix metalloproteinase-2),MMP2,15.3,18.3,18.3
MMP7_FELCA,Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase),MMP7,16.9,15.6,17.1
A0A5F5Y5F5_FELCA,Matrix metalloproteinase-9 (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B),MMP9,23.2,18.2,15.1
A0A3S6CJJ2_FELCA,Matrix metallopeptidase 9,MMP9,23.8,18,17.9
M3WI37_FELCA,Multimerin 1,MMRN1,23.6,17.8,18.5
A0A5F5XUK2_FELCA,Multimerin 2,MMRN2,12.5,12.1,12.2
A0A337SLC9_FELCA,Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B),MOCS2,18.6,15.4,15.9
M3WCF8_FELCA,Monooxygenase DBH like 1,MOXD1,21,15.6,15.7
A0A337S4A6_FELCA,Megakaryocyte and platelet inhibitory receptor G6b,MPIG6B,21.5,13.9,17.4
A0A337S0Y0_FELCA,Sulfurtransferase,MPST,25.9,23.6,22.8
A0A2I2UHE7_FELCA,Myelin protein zero like 1,MPZL1,20.7,14.9,14.2
M3WFQ7_FELCA,Myelin protein zero like 2,MPZL2,27.3,20.6,21.3
A0A5F5XC23_FELCA,Mannose receptor C-type 1,MRC1,16.4,14.5,13.5
A0A2I2V193_FELCA,Mannose receptor C-type 1,MRC1,18.4,15.5,15.2
M3WE80_FELCA,Mannose receptor C type 2,MRC2,20,17.5,17.1
A0A337SNX4_FELCA,Moesin (Membrane-organizing extension spike protein),MSN,23.9,22.3,23.5
M3WJI8_FELCA,Moesin (Membrane-organizing extension spike protein),MSN,20,19.8,20.2
A0A2I2UAP2_FELCA,Macrophage stimulating 1,MST1,22.6,21.9,22.4
M3WPT7_FELCA,Growth/differentiation factor 8 (GDF-8) (Myostatin),MSTN,16.7,18.8,19.1
A0A2I2UW30_FELCA,methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9),MTHFD2L,23.3,16.8,17.1
A0A337SL83_FELCA,Multivesicular body subunit 12A (ESCRT-I complex subunit MVB12A) (Protein FAM125A),MVB12A,20.5,19.1,19.2
A0A337S8H7_FELCA,Matrix remodeling-associated protein 8,MXRA8,29.5,20.3,20.5
A0A337SH59_FELCA,Matrix remodeling-associated protein 8,MXRA8,25.5,18.7,19.6
A0A2I2U1C5_FELCA,"Myosin-9 (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain IIa)",MYH9,22.7,20.9,21
A0A2I2UHR0_FELCA,Myosin light chain 6,MYL6,18.5,18.5,18.4
A0A2I2U033_FELCA,"Myosin regulatory light polypeptide 9 (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9)",MYL9,17.6,13.4,14
A0A337S3Q0_FELCA,Myosin light chain kinase,MYLK,24.7,19.8,20.2
A0A5F5XC70_FELCA,Myosin light chain kinase 2,MYLK2,16.8,17.4,18.3
MYOC_FELCA,"Myocilin [Cleaved into: Myocilin, N-terminal fragment (Myocilin 20 kDa N-terminal fragment); Myocilin, C-terminal fragment (Myocilin 35 kDa N-terminal fragment)]",MYOC,24.4,19.9,20
A0A2I2V455_FELCA,N-acylethanolamine-hydrolyzing acid amidase (EC 3.5.1.23) (EC 3.5.1.60) (Acylsphingosine deacylase NAAA),NAAA,30.9,20.5,20.9
A0A5F5XU62_FELCA,Alpha-galactosidase (EC 3.2.1.-),NAGA,21.8,15.9,16.4
M3WFH8_FELCA,N-acetyl-alpha-glucosaminidase,NAGLU,25.6,21,21.7
A0A337S914_FELCA,Nucleosome assembly protein 1 like 4,NAP1L4,18.1,19.1,19.2
A0A5F5XWA2_FELCA,Napsin A aspartic peptidase,NAPSA,29.9,18.7,18.3
A0A2I2UVF9_FELCA,"NBL1, DAN family BMP antagonist",NBL1,26.3,19.8,20.2
A0A2I2UJV2_FELCA,Neural cell adhesion molecule 1,NCAM1,24.7,24.6,25.8
A0A337S4H2_FELCA,Neural cell adhesion molecule 1,NCAM1,20.8,19.3,19.2
A0A2I2V0Y5_FELCA,Neural cell adhesion molecule 2,NCAM2,25.9,21.3,21.3
A0A337S9P8_FELCA,Nicastrin,NCSTN,22.5,23.5,24.8
M3VZX9_FELCA,Protein NDRG1 (N-myc downstream-regulated gene 1 protein),NDRG1,20.6,17.9,16.5
A0A5F5Y4C0_FELCA,N-myc downstream regulated 1,NDRG1,18.8,10.9,11.1
A0A337RZV6_FELCA,Nectin cell adhesion molecule 1,NECTIN1,21.7,18.7,18.8
A0A5F5XXT2_FELCA,Nectin cell adhesion molecule 2,NECTIN2,27.1,20.9,21.4
A0A2I2U0E6_FELCA,Nectin cell adhesion molecule 3,NECTIN3,20.9,17.6,18.3
A0A5F5XLH0_FELCA,Nectin cell adhesion molecule 4,NECTIN4,26.1,19.9,19.5
A0A2I2UX82_FELCA,Neuronal growth regulator 1,NEGR1,24.5,19.3,18.6
A0A337S1S7_FELCA,Protein kinase C-binding protein NELL2 (NEL-like protein 2),NELL2,24.9,23.8,23.7
A0A2I2UTR9_FELCA,Neogenin 1,NEO1,22.5,20.6,20.1
M3X3Z7_FELCA,Sialidase-1 (EC 3.2.1.18) (Lysosomal sialidase) (N-acetyl-alpha-neuraminidase 1),NEU1,22,19.1,18.4
A0A2I2UTY5_FELCA,Nexilin F-actin binding protein,NEXN,20.7,18.3,18.4
A0A337SBE9_FELCA,Nerve growth factor receptor,NGFR,24.6,20.6,21.9
A0A2I2UP60_FELCA,Na(+)/H(+) exchange regulatory cofactor NHE-RF,NHERF1,25.4,23.1,22.9
A0A2I2U5Z9_FELCA,NHL repeat containing 3,NHLRC3,25.1,20.3,20.9
A0A337SCS7_FELCA,Nidogen 1,NID1,25.2,22.9,21.8
A0A337SMW2_FELCA,Nidogen 2,NID2,23.7,19.6,19.8
A0A337S9P2_FELCA,NIPA like domain containing 1,NIPAL1,19.4,13.1,14.4
A0A5F5XC25_FELCA,Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2),NIT2,21.9,17.4,17
A0A2I2U4B5_FELCA,Nucleoside diphosphate kinase (EC 2.7.4.6),NME2,19.5,16.3,16.5
M3X077_FELCA,Neurogenic locus notch homolog protein 1,NOTCH1,22.4,20.5,16.2
A0A2I2U0T9_FELCA,Notch receptor 2,NOTCH2,20.2,17.1,16.5
A0A2I2UCH5_FELCA,NPC intracellular cholesterol transporter 1,NPC1,20.7,16.5,16.4
A0A2I2U310_FELCA,NPC1 like intracellular cholesterol transporter 1,NPC1L1 DDX56,21.3,17.1,16.9
M3X1L5_FELCA,NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1),NPC2,27.2,22.5,22.2
M3X5Z4_FELCA,Aminopeptidase (EC 3.4.11.-),NPEPPS,16.5,13.7,13
M3VXB4_FELCA,"NPHS2 stomatin family member, podocin",NPHS2,15.3,10,14.5
A0A337S3Z8_FELCA,Natriuretic peptide receptor 3,NPR3,17.7,14.8,15.1
A0A2I2UZY7_FELCA,Neuroplastin,NPTN,21.6,16.2,16.1
A0A337SMV4_FELCA,N-ribosyldihydronicotinamide:quinone reductase 2,NQO2,21.6,20.5,19.7
A0A2I2U1J3_FELCA,Nuclear receptor subfamily 1 group H member 4,NR1H4,15.5,17.8,15.8
M3WN87_FELCA,Nuclear receptor subfamily 1 group I member 3 (Constitutive androstane receptor),NR1I3,22.3,26.5,26.5
A0A2I2UU92_FELCA,Neuropilin,NRP1,18.1,15.8,16.2
A0A337SMY8_FELCA,Neuropilin 2,NRP2,17.8,15.8,15.5
A0A337S9F6_FELCA,Neurexin 3,NRXN3,16.6,15,12.1
A0A5F5XIM5_FELCA,NSFL1 cofactor,NSFL1C,19.7,21,21.6
A0A2I2UUB3_FELCA,Neurotrimin,NTM,22.5,20.5,20.6
A0A2I2U1I4_FELCA,Tyrosine-protein kinase receptor (EC 2.7.10.1),NTRK3,21.9,15.5,16.1
M3W064_FELCA,Nucleobindin-1,NUCB1,26.1,22.1,22
A0A2I2UTH6_FELCA,Nucleobindin 2,NUCB2,22.5,19.9,20.1
A0A2I2UU60_FELCA,"Oxidized purine nucleoside triphosphate hydrolase (EC 3.6.1.56) (2-hydroxy-dATP diphosphatase) (7,8-dihydro-8-oxoguanine triphosphatase) (8-oxo-dGTPase) (Methylated purine nucleoside triphosphate hydrolase) (Nucleoside diphosphate-linked moiety X motif 1)",NUDT1,21.3,17.3,17.2
A0A2I2ULA8_FELCA,Nuclear mitotic apparatus protein 1,NUMA1,19.9,16.4,17.7
M3X0F5_FELCA,Nuclear transport factor 2 (NTF-2),NUTF2,25.4,20,20.5
A0A2I2ULL1_FELCA,Neurexophilin,NXPH2,18.3,19,19.1
A0A2I2U0A2_FELCA,Out at first protein homolog,OAF,22.9,22,21.9
M3WPJ4_FELCA,2-oxoglutarate and iron dependent oxygenase domain containing 3,OGFOD3,16.2,15.6,16.9
M3VVG9_FELCA,Mimecan (Osteoglycin),OGN,22.6,21.9,22.3
A0A337S4Z9_FELCA,Olfactomedin 1,OLFM1,20.9,18.4,18.2
A0A337RWR2_FELCA,Olfactomedin like 3,OLFML3,20.4,16.9,17.6
A0A2I2UMJ9_FELCA,Opioid binding protein/cell adhesion molecule like,OPCML,22.6,19.5,19.7
A0A2I2UD00_FELCA,Oxysterol-binding protein,OSBPL2 ADRM1,18,13.2,13.8
A0A5F5Y561_FELCA,Otoraplin,OTOR,22.6,19.3,19.2
A0A337SC03_FELCA,P2X purinoceptor,P2RX4,19.5,19.4,18.9
M3XCN6_FELCA,Protein disulfide-isomerase (EC 5.3.4.1),P4HB,19.6,18.7,19
A0A337S9L8_FELCA,Protein kinase C and casein kinase substrate in neurons 2,PACSIN2,21.1,18.8,19.3
M3WHA5_FELCA,Protein kinase C and casein kinase substrate in neurons 3,PACSIN3,20.6,20.3,20.4
LIS1_FELCA,Platelet-activating factor acetylhydrolase IB subunit beta (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha),PAFAH1B1 LIS1,21.3,19.1,19.4
M3WEF4_FELCA,Protein PALS1 (MAGUK p55 subfamily member 5) (Protein associated with Lin-7 1),PALS1,16.4,18.5,19
A0A337S9K0_FELCA,Peptidylglycine alpha-amidating monooxygenase,PAM,22.6,20.9,20.9
A0A2I2UHQ6_FELCA,"Papilin, proteoglycan like sulfated glycoprotein",PAPLN,24.6,20.3,20.2
A0A5F5XQL5_FELCA,"Papilin, proteoglycan like sulfated glycoprotein",PAPLN,20.4,17.1,17
M3WYR7_FELCA,protein deglycase (EC 3.5.1.124) (Maillard deglycase) (Parkinsonism-associated deglycase) (Protein DJ-1) (Protein/nucleic acid deglycase DJ-1),PARK7,19.4,15.6,16
A0A337STF2_FELCA,Parkinsonism associated deglycase,PARK7,22.3,18.2,18.3
A0A5F5XDU4_FELCA,Phenazine biosynthesis like protein domain containing,PBLD,22.9,20.3,20.2
A0A5F5XDD6_FELCA,Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase),PCBD1,21.4,18.4,18.6
A0A2I2U3P8_FELCA,Poly(rC) binding protein 2,PCBP2,18.5,14.3,14.7
M3WBC6_FELCA,Protocadherin 1,PCDH1,21.8,17.7,18.1
A0A2I2UWU3_FELCA,Protocadherin 17,PCDH17,28.4,26.1,26.1
A0A337SKM2_FELCA,Protocadherin 7,PCDH7,17.6,16,14.9
A0A5F5XH49_FELCA,"Protocadherin alpha subfamily C, 2",PCDHAC2,19,16.2,16.3
A0A5F5XE18_FELCA,"Protocadherin gamma subfamily A, 4",PCDHGA4,22.6,19.4,19.2
A0A5F5XK05_FELCA,Procollagen C-endopeptidase enhancer,PCOLCE,26.4,24.3,24.2
M3W6K9_FELCA,Procollagen C-endopeptidase enhancer,PCOLCE,21.2,18.5,18
A0A5F5Y2C4_FELCA,Procollagen C-endopeptidase enhancer 2,PCOLCE2,20.7,16,17.1
A0A337SNW6_FELCA,Proprotein convertase subtilisin/kexin type 5,PCSK5,13.3,21.6,21.9
M3WSQ5_FELCA,Prenylcysteine oxidase 1 (EC 1.8.3.5),PCYOX1,14.7,15.8,16.5
A0A2I2UD44_FELCA,Programmed cell death 6,PDCD6,25.3,26.3,25.6
A0A5F5Y1P9_FELCA,Programmed cell death 6 interacting protein,PDCD6IP,25.4,25.3,24.6
M3XG34_FELCA,Programmed cell death 6 interacting protein,PDCD6IP,20.6,16.5,17
M3VVR5_FELCA,Phosphodiesterase (EC 3.1.4.-),PDE3A,16.4,15.2,13.6
W5LV43_FELCA,Platelet-derived growth factor subunit B (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide),PDGFB,24.1,15.6,16
A0A5F5XER7_FELCA,Platelet-derived growth factor D,PDGFD,20.6,20.3,19.1
K7S0M4_FELCA,Platelet derived growth factor receptor beta,PDGFR-b,20.3,19,19.1
M3WAV8_FELCA,Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor),PDGFRA,19.6,16,16.3
M3W0P6_FELCA,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor),PDGFRB,22.2,15.3,15.9
M3WFY4_FELCA,Platelet-derived growth factor receptor-like protein,PDGFRL,21.2,18.5,16.4
M3W668_FELCA,Protein disulfide-isomerase (EC 5.3.4.1),PDIA3,21.1,19.4,19
M3W9X1_FELCA,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72),PDIA4,18.7,16.4,16.3
A0A2I2UBZ5_FELCA,PDZ domain containing 1,PDZK1,25.5,21.6,22.1
A0A5F5XK30_FELCA,PDZK1-interacting protein 1,PDZK1IP1,22.3,17.3,17.2
M3WVN7_FELCA,Platelet endothelial aggregation receptor 1,PEAR1,19.4,15.8,15.8
A0A2I2ULZ1_FELCA,Phosphatidylethanolamine-binding protein 1 (HCNPpp),PEBP1,25,20.1,20.3
A0A337RYP8_FELCA,Phosphatidylethanolamine binding protein 4,PEBP4,19.6,19.1,19.1
A0A2I2V340_FELCA,Platelet and endothelial cell adhesion molecule 1,PECAM1,23.9,22.5,22.3
A0A5F5XCK4_FELCA,Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1),PEF1,20.7,19.1,19.2
A0A2I2U2M1_FELCA,Peptidase D,PEPD,21.8,21.4,21.6
M3WEL8_FELCA,Profilin,PFN1,21.8,20,20.5
A0A337S381_FELCA,Profilin,PFN2,19.9,13.6,13.5
A0A337S2Y5_FELCA,Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4),PGAM1,19.7,17.9,17.6
A0A5F5XZL7_FELCA,Pepsinogen B1,PGB1,22.4,15.5,15.4
M3X9S4_FELCA,Pepsinogen B2,PGB2 OVGP1,19.2,12.3,11.8
A0A5F5XK20_FELCA,Protein-glucosylgalactosylhydroxylysine glucosidase,PGGHG,19.9,18.1,18.6
M3WJN8_FELCA,Protein-glucosylgalactosylhydroxylysine glucosidase,PGGHG,19,15.2,15.5
A0A2I2UJH0_FELCA,Phosphoglycerate kinase (EC 2.7.2.3),PGK1,23.2,19,19
M3X166_FELCA,Phosphoglycerate kinase (EC 2.7.2.3),PGK2,19.2,10.3,10
M3WZT2_FELCA,Peptidoglycan recognition protein 1,PGLYRP1,14.3,17.4,18.6
M3WJ85_FELCA,Peptidoglycan recognition protein 2,PGLYRP2,21.5,24.5,24.6
M3X816_FELCA,14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (Protein histidine phosphatase),PHPT1,24.6,19.7,19.9
A0A2I2V147_FELCA,Phytanoyl-CoA dioxygenase domain-containing protein 1,PHYHD1,18.8,19.4,19.6
A0A2I2UJP1_FELCA,Peptidase inhibitor 15,PI15,24.5,18.6,18.6
M3WXF2_FELCA,Peptidase inhibitor 16,PI16,21.8,18.7,18
A0A5F5XJM9_FELCA,Peptidase inhibitor 16,PI16,25,21.2,21.4
A0A337SF63_FELCA,Piezo type mechanosensitive ion channel component 2,PIEZO2,19,16.3,19.1
M3W5Z6_FELCA,Polymeric immunoglobulin receptor,PIGR,30.4,25.2,25.7
A0A337S1V9_FELCA,Phosphoinositide-3-kinase-interacting protein 1 (Kringle domain-containing protein HGFL),PIK3IP1,28.4,16.9,16.9
M3VWF4_FELCA,Phosphoinositide-3-kinase-interacting protein 1 (Kringle domain-containing protein HGFL),PIK3IP1,26.4,13.8,13.7
M3X4Z4_FELCA,Phospholipase A2 inhibitor and LY6/PLAUR domain containing,PINLYP,19.7,22,24.8
A0A337SBR4_FELCA,Prolactin-induced protein,PIP,26.5,19.8,20.2
A0A337SAH5_FELCA,PITH domain containing 1,PITHD1,22.6,17.7,19
A0A5F5XE98_FELCA,"Protein kinase domain containing, cytoplasmic",PKDCC,19.9,17,16.3
A0A337RYU6_FELCA,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,PKHD1,19.6,18.5,18.2
M3X3Z1_FELCA,PKHD1 like 1,PKHD1L1,21.5,21.6,20
A0A337RYI0_FELCA,Pyruvate kinase (EC 2.7.1.40),PKM,18.7,18.3,18.9
KPYM_FELCA,Pyruvate kinase PKM (EC 2.7.1.40) (Pyruvate kinase muscle isozyme) (Threonine-protein kinase PKM2) (EC 2.7.11.1) (Tyrosine-protein kinase PKM2) (EC 2.7.10.2),PKM PKM2,23,20.8,20.7
M3X3D3_FELCA,Phospholipase A2 group XV (EC 3.1.1.32) (EC 3.1.1.4) (EC 3.1.1.5) (1-O-acylceramide synthase) (LCAT-like lysophospholipase) (Lysophospholipase 3) (Lysosomal phospholipase A and acyltransferase) (Lysosomal phospholipase A2),PLA2G15,24.4,23.1,23.5
A0A5F5XCP1_FELCA,1-alkyl-2-acetylglycerophosphocholine esterase (EC 3.1.1.47),PLA2G7,20.2,22.5,22.4
A0A337S474_FELCA,Urokinase-type plasminogen activator (EC 3.4.21.73),PLAU,30.5,21.8,21.2
A0A337S388_FELCA,Urokinase plasminogen activator surface receptor,PLAUR,22.4,17.6,18.2
A0A2I2UDS4_FELCA,Phospholipase B-like (EC 3.1.1.-),PLBD2,26.6,23.9,23.1
A0A5F5XE59_FELCA,5'-3' exonuclease PLD3 (EC 3.1.16.1) (Choline phosphatase 3) (Phosphatidylcholine-hydrolyzing phospholipase D3) (Phospholipase D3),PLD3,23.5,20.3,20.2
M3X3T9_FELCA,Plasminogen (EC 3.4.21.7),PLG,27.4,28,28
M3VU17_FELCA,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1)",PLOD1,17.6,17.3,17.1
A0A2I2UIC2_FELCA,procollagen-lysine 5-dioxygenase (EC 1.14.11.4),PLOD2,21.8,20.4,21
A0A2I2U3Y6_FELCA,Phospholipid transfer protein,PLTP,20,22.6,21.1
M3WCF9_FELCA,Plexin domain containing 1,PLXDC1,20.7,18.2,18.7
A0A337SP16_FELCA,Plexin domain containing 2,PLXDC2,22,20.3,20.4
A0A5F5Y1Y2_FELCA,Plexin domain containing 2,PLXDC2,21.1,16.6,17.4
M3WG01_FELCA,Plexin B2,PLXNB2,24.4,21.6,21.9
M3VU38_FELCA,Plexin D1,PLXND1,18.6,18.6,18.4
M3WKB5_FELCA,Xaa-Arg dipeptidase,PM20D2,23.1,18.1,18.2
M3W6S5_FELCA,Purine nucleoside phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase),PNP,14,12,12.1
A0A5F5XX38_FELCA,POTRA domain-containing protein,PNPLA3,20.7,19,19.6
A0A5F5XE19_FELCA,Podocalyxin (Podocalyxin-like protein 1),PODXL,25.5,21.6,21.6
A0A2I2UU74_FELCA,Paraoxonase (EC 3.1.1.2),PON1,24.3,29.9,29.9
M3WTQ9_FELCA,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase),PPA1,21.2,22.3,22.4
A0A5F5XSY1_FELCA,C-X-C motif chemokine,PPBP,22,24.1,27.2
A0A0A0MPZ9_FELCA,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8),PPIA,21.3,17.3,18
PPIA_FELCA,"Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]",PPIA CYPA,23.6,21.9,22
A0A2I2UBH3_FELCA,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8),PPIB,22.3,21,19.8
A0A2I2V3I6_FELCA,Rho-related GTP-binding protein RhoC,PPM1J,22,17.3,16.5
A0A2I2V4A6_FELCA,Protein phosphatase 2 scaffold subunit Aalpha,PPP2R1A,16.2,17,16.4
A0A2I2V332_FELCA,Protein phosphatase 4 regulatory subunit 4,PPP4R4,18.6,22.6,17.8
A0A337SU18_FELCA,Palmitoyl-protein thioesterase 1,PPT1,19.3,14.3,14.4
A0A5F5XW18_FELCA,Palmitoyl-protein thioesterase 2,PPT2,19.4,20.1,19.5
A0A2I2UW10_FELCA,Protease associated domain containing 1,PRADC1,23.9,20.9,21
A0A2I2UQ65_FELCA,thioredoxin-dependent peroxiredoxin (EC 1.11.1.24),PRDX1,23.7,20.3,21.1
A0A2I2UZE5_FELCA,Peroxiredoxin-1 (EC 1.11.1.24),PRDX1,23.6,22,22.3
M3VUU2_FELCA,Peroxiredoxin-2 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 2),PRDX2,18.8,19.7,21
A0A337SIG9_FELCA,Peroxiredoxin-2 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 2),PRDX2,23.1,23,23.7
